food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary
broccoli cooked,98,1.1,0.2,20.1,3.9,6.7,9.2,0.0,0.1,0.005,0.0,1.0,1.6923076923076925,6.7,36.8,39.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
queen crab cooked,98,1.3,0.2,0.0,0.0,20.2,0.0,60.4,0.6,0.03,20.133333333333333,1.0,2.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
corn cooked,99,1.5,0.2,21.6,4.7,3.5,2.5,0.0,0.039,0.00195,0.0,1.0,2.307692307692308,7.200000000000001,10.0,47.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ostrich round raw,99,2.0,0.7,0.0,0.0,18.7,0.0,60.4,0.074,0.0036999999999999997,20.133333333333333,3.4999999999999996,3.076923076923077,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
fusilli cucina,100,0.4,0.1,3.4,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6153846153846154,1.1333333333333333,0.0,0.41000000000000003,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
orange with peel,100,0.5,0.036,24.6,0.0,2.1,7.2,0.0,0.028,0.0014,0.0,0.18,0.7692307692307693,8.200000000000001,28.800000000000004,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gourd cooked,100,0.6,0.035,25.5,9.2,1.2,5.2,0.0,0.065,0.0032500000000000003,0.0,0.17500000000000002,0.923076923076923,8.5,20.8,92.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
greek yogurt,100,0.7,0.2,6.1,5.5,17.3,0.0,8.5,0.081,0.00405,2.833333333333333,1.0,1.0769230769230769,2.033333333333333,0.0,55.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
white corn cooked,100,1.5,0.2,22.4,8.0,3.4,2.8,0.0,0.082,0.0041,0.0,1.0,2.307692307692308,7.466666666666666,11.2,80.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
japanese somen noodles dry,101,0.2,0.0,21.0,0.0,3.2,1.2,0.0,0.5,0.025,0.0,0.0,0.3076923076923077,7.000000000000001,4.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
woca seeds dried,102,0.3,0.025,22.6,0.1,2.2,5.4,0.0,0.048,0.0024000000000000002,0.0,0.125,0.4615384615384615,7.533333333333333,21.6,1.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fruchtcocktail granini,102,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.33333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rice noodles dry,103,0.2,0.053,23.6,0.0,1.0,0.5,0.0,0.006,0.00030000000000000003,0.0,0.265,0.3076923076923077,7.866666666666668,2.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sweet potato baked,103,0.2,0.013,23.6,7.4,2.3,3.8,0.0,0.07,0.0035000000000000005,0.0,0.065,0.3076923076923077,7.866666666666668,15.2,74.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tomato sauce with onions,103,0.5,0.007,24.4,0.0,3.8,4.4,0.0,1.3,0.065,0.0,0.034999999999999996,0.7692307692307693,8.133333333333333,17.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cottage cheese nonfat,104,0.4,0.2,9.7,2.7,15.0,0.0,10.2,0.5,0.025,3.3999999999999995,1.0,0.6153846153846154,3.2333333333333334,0.0,27.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
burbot cooked,104,0.9,0.2,0.0,0.0,22.3,0.0,69.3,0.1,0.005,23.099999999999998,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
burbot raw,104,0.9,0.2,0.0,0.0,22.4,0.0,69.6,0.1,0.005,23.2,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
soymilk low fat,104,1.5,0.0,17.5,8.5,4.0,1.9,0.0,0.04,0.002,0.0,0.0,2.307692307692308,5.833333333333333,7.6,85.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spinach spaghetti dry,105,0.4,0.097,21.2,0.8,3.8,3.0,0.0,0.094,0.004699999999999999,0.0,0.485,0.6153846153846154,7.066666666666667,12.0,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spaghetti dry,105,0.4,0.045,21.1,0.8,3.7,0.9,0.0,0.09,0.0045,0.0,0.22499999999999998,0.6153846153846154,7.033333333333334,3.6000000000000005,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
french roll,105,1.6,0.4,19.1,0.1,3.3,1.2,0.0,0.2,0.01,0.0,2.0,2.4615384615384617,6.366666666666668,4.8,1.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lotus seeds dried,106,0.6,0.1,20.6,0.0,4.9,0.0,0.0,0.024,0.0012000000000000001,0.0,0.5,0.923076923076923,6.866666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
elderberries,106,0.7,0.005,26.7,0.0,1.0,10.2,0.0,0.042,0.0021000000000000003,0.0,0.025,1.0769230769230769,8.9,40.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cusk raw,106,0.8,0.2,0.0,0.0,23.2,0.0,50.0,0.086,0.004299999999999999,16.666666666666664,1.0,1.2307692307692308,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cusk cooked,106,0.8,0.0,0.0,0.0,23.1,0.0,50.4,0.047,0.0023499999999999997,16.799999999999997,0.0,1.2307692307692308,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
popcorn unpopped,106,1.2,0.2,20.9,0.3,3.1,3.6,0.0,0.001,4.9999999999999996e-05,0.0,1.0,1.846153846153846,6.966666666666667,14.400000000000002,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chocolate soymilk nonfat,107,0.046,0.0,20.7,8.9,6.0,0.5,0.0,0.1,0.005,0.0,0.0,0.07076923076923078,6.8999999999999995,2.0,89.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rice crisps,107,0.4,0.065,24.1,2.3,1.8,0.2,0.0,0.2,0.01,0.0,0.325,0.6153846153846154,8.033333333333333,0.8,23.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
corn flakes,108,0.3,0.098,24.6,2.2,1.7,0.8,0.0,0.2,0.01,0.0,0.49,0.4615384615384615,8.200000000000001,3.2,22.000000000000004,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whey protein powder vanilla eas,108,1.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999999,2.6153846153846154,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
salsify raw,109,0.3,0.0,24.7,0.0,4.4,4.4,0.0,0.093,0.00465,0.0,0.0,0.4615384615384615,8.233333333333333,17.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bran flakes asda,109,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.923076923076923,0.06666666666666668,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
matzo crackers with egg,109,0.6,0.2,22.0,0.0,3.4,0.8,23.2,0.057,0.00285,7.733333333333333,1.0,0.923076923076923,7.333333333333333,3.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
matzo crackers with egg onion,109,1.1,0.3,21.6,0.0,2.8,1.4,12.6,0.052,0.0026,4.199999999999999,1.5,1.6923076923076925,7.200000000000001,5.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
piki bread,109,2.0,0.2,20.2,0.4,2.5,2.6,0.0,0.028,0.0014,0.0,1.0,3.076923076923077,6.7333333333333325,10.4,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
corn rice,110,0.3,0.02,25.2,3.0,1.8,0.4,0.0,0.2,0.01,0.0,0.1,0.4615384615384615,8.399999999999999,1.6,30.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
egg noodles cooked,110,1.7,0.3,20.1,0.3,3.6,1.0,23.2,0.027,0.0013499999999999999,7.733333333333333,1.5,2.6153846153846154,6.7,4.0,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
matzo crackers,111,0.4,0.03,23.4,0.098,2.8,0.8,0.0,0.0,0.0,0.0,0.15,0.6153846153846154,7.8,3.2,0.98,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rice cracker cake,111,1.2,0.2,23.0,0.2,2.0,1.2,0.0,0.097,0.00485,0.0,1.0,1.846153846153846,7.666666666666666,4.8,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tilapia raw,111,2.0,0.7,0.0,0.0,23.3,0.0,58.0,0.009,0.00044999999999999993,19.333333333333332,3.4999999999999996,3.076923076923077,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
muller thurgau white wine,112,0.0,0.0,5.2,0.0,0.1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333332,53.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sweet potato raw,112,0.002,0.036,26.2,5.4,2.0,3.9,0.0,0.079,0.0039499999999999995,0.0,0.18,0.003076923076923077,8.733333333333333,15.6,54.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
daiquiri,112,0.036,0.063,4.2,3.3,0.035,0.001,0.0,0.008,0.00039999999999999996,0.0,0.315,0.05538461538461538,1.4000000000000001,0.004,32.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
japanese soba noodles cooked,113,0.1,0.026,24.4,0.0,5.8,0.0,0.0,0.1,0.005,0.0,0.13,0.15384615384615385,8.133333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
parsnips cooked,114,0.5,0.081,27.2,7.7,2.1,6.4,0.0,0.021,0.0010500000000000002,0.0,0.40499999999999997,0.7692307692307693,9.066666666666666,25.6,77.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gamay red wine,115,0.0,0.0,3.5,0.0,0.1,14.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,57.60000000000001,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
egg substitute,115,0.0,0.0,4.8,4.8,24.0,0.0,0.0,0.5,0.025,0.0,0.0,0.0,1.6,0.0,48.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
acorn squash cooked,115,0.3,0.023,29.9,0.0,2.3,9.0,0.0,0.5,0.025,0.0,0.11499999999999999,0.4615384615384615,9.966666666666667,36.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pretzels,115,0.9,0.1,24.1,0.7,3.0,1.0,0.0,0.4,0.02,0.0,0.5,1.3846153846153846,8.033333333333333,4.0,6.999999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
taro raw,116,0.2,0.099,27.5,0.4,1.6,4.3,0.0,0.054,0.0026999999999999997,0.0,0.49500000000000005,0.3076923076923077,9.166666666666666,17.2,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lobster raw,116,1.1,0.3,0.0,0.0,24.8,0.0,190.5,0.6,0.03,63.5,1.5,1.6923076923076925,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
peas raw,117,0.6,0.1,21.0,8.2,7.9,7.4,0.0,0.017,0.00085,0.0,0.5,0.923076923076923,7.000000000000001,29.600000000000005,82.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
melba toast crackers,117,1.0,0.1,23.0,0.3,3.6,1.9,0.0,0.2,0.01,0.0,0.5,1.5384615384615385,7.666666666666666,7.6,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tortilla chips low fat,117,1.6,0.2,22.6,0.2,3.1,1.5,0.0,0.1,0.005,0.0,1.0,2.4615384615384617,7.533333333333333,6.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
hotdog roll,117,1.6,0.4,21.1,3.1,4.1,0.8,0.0,0.2,0.01,0.0,2.0,2.4615384615384617,7.033333333333334,3.2,31.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chenin blanc white wine,118,0.0,0.0,4.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6333333333333335,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
riesling white wine,118,0.0,0.0,5.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lemberger red wine,118,0.0,0.0,3.6,0.0,0.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,60.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mixed vegetables cooked,118,0.3,0.0,23.8,5.7,5.2,8.0,0.0,0.089,0.00445,0.0,0.0,0.4615384615384615,7.933333333333334,32.0,57.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gewurztraminer white wine,119,0.0,0.0,3.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sauvignon blanc white wine,119,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pinot blanc white wine,119,0.0,0.0,2.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mountain yam cooked,119,0.1,0.014,29.0,0.0,2.5,0.0,0.0,0.4,0.02,0.0,0.06999999999999999,0.15384615384615385,9.666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
hominy canned,119,1.5,0.2,23.5,3.0,2.4,4.1,0.0,0.6,0.03,0.0,1.0,2.307692307692308,7.833333333333334,16.4,30.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
triple zero greek yogurt dannon oikos,120,0.0,0.0,22.5,6.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,60.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
water chestnut raw,120,0.1,0.039,29.7,6.0,1.7,3.7,0.0,0.097,0.00485,0.0,0.19499999999999998,0.15384615384615385,9.899999999999999,14.800000000000002,60.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ostrich leg cooked,120,1.6,0.6,0.0,0.0,24.7,0.0,62.1,0.016,0.0007999999999999999,20.700000000000003,3.0,2.4615384615384617,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
pinot noir red wine,121,0.0,0.0,3.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
semillon white wine,121,0.0,0.0,4.6,0.0,0.1,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333332,59.599999999999994,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fume blanc white wine,121,0.0,0.0,3.3,0.0,0.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,61.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
white wine,121,0.0,0.0,3.8,1.4,0.1,0.0,0.0,0.098,0.004900000000000001,0.0,0.0,0.0,1.2666666666666666,0.0,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pinot gris grigio white wine,122,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
syrah red wine,122,0.0,0.0,3.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
claret red wine,122,0.0,0.0,4.4,0.0,0.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666668,60.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cabarnet franc red wine,122,0.0,0.0,3.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
apple juice martinellis,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
merlot red wine,122,0.0,0.0,3.7,0.9,0.1,0.0,0.0,0.011,0.00055,0.0,0.0,0.0,1.2333333333333334,0.0,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
muscat white wine,123,0.0,0.0,7.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
table wine,123,0.0,0.0,4.0,1.2,0.1,0.0,0.0,0.087,0.00435,0.0,0.0,0.0,1.3333333333333335,0.0,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rye dinner roll,123,1.5,0.3,22.8,0.5,4.4,2.1,0.0,0.3,0.015,0.0,1.5,2.307692307692308,7.6,8.4,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
corn raw,123,1.9,0.5,26.7,9.0,4.7,2.9,0.0,0.083,0.00415,0.0,2.5,2.923076923076923,8.9,11.6,90.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
crispy brown rice,124,1.1,0.2,27.5,2.9,2.3,2.3,0.0,0.086,0.004299999999999999,0.0,1.0,1.6923076923076925,9.166666666666666,9.2,28.999999999999996,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
petite sirah red wine,125,0.0,0.0,3.9,0.0,0.1,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.3,62.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
red wine,125,0.0,0.0,3.8,0.9,0.1,0.0,0.0,0.027,0.0013499999999999999,0.0,0.0,0.0,1.2666666666666666,0.0,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fruit salad canned,125,0.008,0.08,32.5,0.0,1.3,2.5,0.0,0.069,0.0034500000000000004,0.0,0.4,0.012307692307692308,10.833333333333334,10.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sangiovese red wine,126,0.0,0.0,3.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cream of rice coup,127,0.2,0.07,28.1,0.022,2.2,0.2,0.0,0.4,0.02,0.0,0.35000000000000003,0.3076923076923077,9.366666666666667,0.8,0.21999999999999997,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
english muffin,127,1.1,0.2,25.5,0.9,5.0,2.6,0.0,0.2,0.01,0.0,1.0,1.6923076923076925,8.5,10.4,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
parsnips raw,128,0.5,0.1,30.6,8.2,2.0,8.3,0.0,0.068,0.0034,0.0,0.5,0.7692307692307693,10.200000000000001,33.2,82.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vegetable beef soup,128,2.0,0.6,9.6,0.0,18.1,4.4,8.8,1.1,0.055,2.9333333333333336,3.0,3.076923076923077,3.2,17.6,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
zinfandel red wine,129,0.0,0.0,4.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mouvedre red wine,129,0.0,0.0,3.9,0.0,0.1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,66.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
black eyed cowpeas raw,131,0.5,0.1,27.3,4.4,4.3,7.3,0.0,0.048,0.0024000000000000002,0.0,0.5,0.7692307692307693,9.1,29.2,44.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bran flakes,131,0.8,0.2,32.2,7.4,4.0,7.3,0.0,0.2,0.01,0.0,1.0,1.2307692307692308,10.733333333333334,29.2,74.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
potatoes canned,132,0.3,0.098,29.7,0.0,3.6,4.2,0.0,0.7,0.034999999999999996,0.0,0.49,0.4615384615384615,9.899999999999999,16.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
yautia tannier,132,0.5,0.1,31.9,0.0,2.0,2.0,0.0,0.031,0.0015500000000000002,0.0,0.5,0.7692307692307693,10.633333333333333,8.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
peas cooked,134,0.4,0.065,25.0,9.5,8.6,8.8,0.0,0.074,0.0036999999999999997,0.0,0.325,0.6153846153846154,8.333333333333332,35.2,95.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lobster cooked,134,1.3,0.3,0.0,0.0,28.5,0.0,219.0,0.7,0.034999999999999996,73.0,1.5,2.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
english muffin whole wheat,134,1.4,0.2,26.7,5.3,5.8,4.4,0.0,0.2,0.01,0.0,1.0,2.1538461538461537,8.9,17.6,53.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
haddock cooked,135,0.8,0.2,0.0,0.0,30.0,0.0,99.0,0.4,0.02,33.0,1.0,1.2307692307692308,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
english muffin whole wheat toasted,135,1.4,0.2,26.9,5.4,5.9,4.5,0.0,0.2,0.01,0.0,1.0,2.1538461538461537,8.966666666666665,18.0,54.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cranberry grape juice,137,0.2,0.053,34.3,0.0,0.5,0.2,0.0,0.079,0.0039499999999999995,0.0,0.265,0.3076923076923077,11.433333333333334,0.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
kanpyo dried,139,0.3,0.041,35.1,0.0,4.6,5.3,0.0,0.056,0.0028,0.0,0.20500000000000002,0.4615384615384615,11.700000000000001,21.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
octopus cooked,139,1.8,0.4,3.7,0.0,25.3,0.0,81.6,0.4,0.02,27.199999999999996,2.0,2.769230769230769,1.2333333333333334,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
profeel proteiinirahka valio,140,0.4,0.2,19.3,0.2,175.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6153846153846154,6.433333333333334,0.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
english muffin toasted,140,1.1,0.3,27.4,1.8,5.4,1.5,0.0,0.2,0.01,0.0,1.5,1.6923076923076925,9.133333333333333,6.0,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
dungeness crab cooked,140,1.6,0.2,1.2,0.0,28.3,0.0,96.5,0.5,0.025,32.166666666666664,1.0,2.4615384615384617,0.4,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
dungeness crab raw,140,1.6,0.2,1.2,0.0,28.4,0.0,96.2,0.5,0.025,32.06666666666666,1.0,2.4615384615384617,0.4,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
sapodilla,141,1.9,0.3,33.9,0.0,0.7,9.0,0.0,0.08,0.004,0.0,1.5,2.923076923076923,11.299999999999999,36.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beer,142,0.0,0.0,11.7,0.0,1.5,0.0,0.0,0.067,0.00335,0.0,0.0,0.0,3.9,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
wasabi root,142,0.8,0.0,30.6,0.0,6.2,10.1,0.0,0.02,0.001,0.0,0.0,1.2307692307692308,10.200000000000001,40.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
haddock raw,143,0.9,0.2,0.0,0.0,31.5,0.0,104.2,0.4,0.02,34.733333333333334,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
mangosteen canned,143,1.1,0.0,35.1,0.0,0.8,3.5,0.0,0.024,0.0012000000000000001,0.0,0.0,1.6923076923076925,11.700000000000001,14.000000000000002,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
